"","Municipio.Fato","Natureza.Ocorrencia","mes_data","bo"
"26311","CHAPADA DOS GUIMARAES","HOMICÍDIO DOLOSO",2019-02-01,1
"26312","CLAUDIA","HOMICÍDIO DOLOSO",2019-02-01,1
"26313","COLIDER","HOMICÍDIO DOLOSO",2019-02-01,1
"26314","COMODORO","HOMICÍDIO DOLOSO",2019-02-01,1
"26315","CONFRESA","HOMICÍDIO DOLOSO",2019-02-01,2
"26316","CUIABA","HOMICÍDIO DOLOSO",2019-02-01,29
"26317","DIAMANTINO","HOMICÍDIO DOLOSO",2019-02-01,3
"26318","DOM AQUINO","HOMICÍDIO DOLOSO",2019-02-01,1
"26319","FELIZ NATAL","HOMICÍDIO DOLOSO",2019-02-01,2
"26320","GUIRATINGA","HOMICÍDIO DOLOSO",2019-02-01,1
"26321","JANGADA","HOMICÍDIO DOLOSO",2019-02-01,1
"26322","JUARA","HOMICÍDIO DOLOSO",2019-02-01,3
"26323","JUINA","HOMICÍDIO DOLOSO",2019-02-01,2
"26324","JUSCIMEIRA","HOMICÍDIO DOLOSO",2019-02-01,2
"26325","LUCAS DO RIO VERDE","HOMICÍDIO DOLOSO",2019-02-01,4
"26326","MARCELANDIA","HOMICÍDIO DOLOSO",2019-02-01,2
"26327","MATUPA","HOMICÍDIO DOLOSO",2019-02-01,1
"26328","NOBRES","HOMICÍDIO DOLOSO",2019-02-01,2
"26329","NORTELANDIA","HOMICÍDIO DOLOSO",2019-02-01,2
"26330","NOSSA SRA DO LIVRAMENTO","HOMICÍDIO DOLOSO",2019-02-01,2
"26331","NOVA BANDEIRANTE","HOMICÍDIO DOLOSO",2019-02-01,2
"26332","NOVA CANAA DO NORTE","HOMICÍDIO DOLOSO",2019-02-01,1
"26333","NOVA MONTEVERDE","HOMICÍDIO DOLOSO",2019-02-01,1
"26334","NOVA MUTUM","HOMICÍDIO DOLOSO",2019-02-01,1
"26335","NOVA SANTA HELENA","HOMICÍDIO DOLOSO",2019-02-01,1
"26336","NOVA UBIRATA","HOMICÍDIO DOLOSO",2019-02-01,3
"26337","NOVO SAO JOAQUIM","HOMICÍDIO DOLOSO",2019-02-01,1
"26338","PARANAITA","HOMICÍDIO DOLOSO",2019-02-01,1
"26339","PARANATINGA","HOMICÍDIO DOLOSO",2019-02-01,1
"26340","PEIXOTO DE AZEVEDO","HOMICÍDIO DOLOSO",2019-02-01,3
"26341","POCONE","HOMICÍDIO DOLOSO",2019-02-01,3
"26342","PONTES E LACERDA","HOMICÍDIO DOLOSO",2019-02-01,1
"26343","PORTO ALEGRE DO NORTE","HOMICÍDIO DOLOSO",2019-02-01,2
"26344","PORTO DOS GAUCHOS","HOMICÍDIO DOLOSO",2019-02-01,1
"26345","PORTO ESPERIDIAO","HOMICÍDIO DOLOSO",2019-02-01,2
"26346","PORTO ESTRELA","HOMICÍDIO DOLOSO",2019-02-01,1
"26347","POXOREO","HOMICÍDIO DOLOSO",2019-02-01,1
"26348","PRIMAVERA DO LESTE","HOMICÍDIO DOLOSO",2019-02-01,1
"26349","RONDONOPOLIS","HOMICÍDIO DOLOSO",2019-02-01,13
"26350","SANTA CARMEN","HOMICÍDIO DOLOSO",2019-02-01,1
"26351","SANTO AFONSO","HOMICÍDIO DOLOSO",2019-02-01,1
"26352","SANTO ANTONIO DO LEVERGER","HOMICÍDIO DOLOSO",2019-02-01,2
"26353","SAO FELIX DO ARAGUAIA","HOMICÍDIO DOLOSO",2019-02-01,2
"26354","SAO JOSE DO RIO CLARO","HOMICÍDIO DOLOSO",2019-02-01,1
"26355","SAO JOSE DOS QUATRO MARCOS","HOMICÍDIO DOLOSO",2019-02-01,1
"26356","SAPEZAL","HOMICÍDIO DOLOSO",2019-02-01,1
"26357","SINOP","HOMICÍDIO DOLOSO",2019-02-01,6
"26358","SORRISO","HOMICÍDIO DOLOSO",2019-02-01,4
"26359","TANGARA DA SERRA","HOMICÍDIO DOLOSO",2019-02-01,2
"26360","TAPURAH","HOMICÍDIO DOLOSO",2019-02-01,1
"26361","VARZEA GRANDE","HOMICÍDIO DOLOSO",2019-02-01,12
"26362","VERA","HOMICÍDIO DOLOSO",2019-02-01,1
"26363","VILA BELA DA SS TRINDADE","HOMICÍDIO DOLOSO",2019-02-01,1
"26364","CONFRESA","LESÃO CORPORAL SEGUIDA DE MORTE",2019-02-01,1
"26365","TANGARA DA SERRA","LESÃO CORPORAL SEGUIDA DE MORTE",2019-02-01,1
"26366","ACORIZAL","ROUBO",2019-02-01,1
"26367","AGUA BOA","ROUBO",2019-02-01,6
"26368","ALTA FLORESTA","ROUBO",2019-02-01,3
"26369","ALTO GARCAS","ROUBO",2019-02-01,1
"26370","ALTO PARAGUAI","ROUBO",2019-02-01,1
"26371","ALTO TAQUARI","ROUBO",2019-02-01,1
"26372","APIACAS","ROUBO",2019-02-01,1
"26373","ARAPUTANGA","ROUBO",2019-02-01,2
"26374","ARENAPOLIS","ROUBO",2019-02-01,1
"26375","ARIPUANA","ROUBO",2019-02-01,5
"26376","BARRA DO BUGRES","ROUBO",2019-02-01,6
"26377","BARRA DO GARCAS","ROUBO",2019-02-01,8
"26378","BRASNORTE","ROUBO",2019-02-01,3
"26379","CACERES","ROUBO",2019-02-01,29
"26380","CAMPO VERDE","ROUBO",2019-02-01,16
"26381","CANARANA","ROUBO",2019-02-01,2
"26382","CARLINDA","ROUBO",2019-02-01,1
"26383","CHAPADA DOS GUIMARAES","ROUBO",2019-02-01,4
"26384","CLAUDIA","ROUBO",2019-02-01,1
"26385","COLIDER","ROUBO",2019-02-01,3
"26386","COLNIZA","ROUBO",2019-02-01,1
"26387","COMODORO","ROUBO",2019-02-01,2
"26388","CONFRESA","ROUBO",2019-02-01,2
"26389","CUIABA","ROUBO",2019-02-01,457
"26390","CURVELANDIA","ROUBO",2019-02-01,3
"26391","DIAMANTINO","ROUBO",2019-02-01,3
"26392","DOM AQUINO","ROUBO",2019-02-01,1
"26393","FELIZ NATAL","ROUBO",2019-02-01,2
"26394","FIGUEIROPOLIS D""OESTE","ROUBO",2019-02-01,2
"26395","GLORIA DOESTE","ROUBO",2019-02-01,1
"26396","GUARANTA DO NORTE","ROUBO",2019-02-01,7
"26397","GUIRATINGA","ROUBO",2019-02-01,1
"26398","ITAUBA","ROUBO",2019-02-01,2
"26399","JACIARA","ROUBO",2019-02-01,4
"26400","JANGADA","ROUBO",2019-02-01,3
"26401","JAURU","ROUBO",2019-02-01,2
"26402","JUARA","ROUBO",2019-02-01,1
"26403","JUINA","ROUBO",2019-02-01,4
"26404","JUSCIMEIRA","ROUBO",2019-02-01,1
"26405","LUCAS DO RIO VERDE","ROUBO",2019-02-01,25
"26406","MARCELANDIA","ROUBO",2019-02-01,2
"26407","MATUPA","ROUBO",2019-02-01,2
"26408","MIRASSOL D""OESTE","ROUBO",2019-02-01,7
"26409","NOBRES","ROUBO",2019-02-01,2
"26410","NOSSA SRA DO LIVRAMENTO","ROUBO",2019-02-01,11
"26411","NOVA LACERDA","ROUBO",2019-02-01,1
"26412","NOVA MARILANDIA","ROUBO",2019-02-01,1
"26413","NOVA MARINGA","ROUBO",2019-02-01,2
"26414","NOVA MONTEVERDE","ROUBO",2019-02-01,1
"26415","NOVA MUTUM","ROUBO",2019-02-01,12
"26416","NOVA SANTA HELENA","ROUBO",2019-02-01,1
"26417","NOVA XAVANTINA","ROUBO",2019-02-01,2
"26418","PARANATINGA","ROUBO",2019-02-01,1
"26419","PEDRA PRETA","ROUBO",2019-02-01,10
"26420","PEIXOTO DE AZEVEDO","ROUBO",2019-02-01,10
"26421","PLANALTO DA SERRA","ROUBO",2019-02-01,1
"26422","POCONE","ROUBO",2019-02-01,5
"26423","PONTES E LACERDA","ROUBO",2019-02-01,9
"26424","PORTO DOS GAUCHOS","ROUBO",2019-02-01,2
"26425","POXOREO","ROUBO",2019-02-01,2
"26426","PRIMAVERA DO LESTE","ROUBO",2019-02-01,10
"26427","QUERENCIA","ROUBO",2019-02-01,1
"26428","RESERVA DO CABACAL","ROUBO",2019-02-01,1
"26429","RIBEIRAO CASCALHEIRA","ROUBO",2019-02-01,1
"26430","RONDONOPOLIS","ROUBO",2019-02-01,110
"26431","ROSARIO OESTE","ROUBO",2019-02-01,7
"26432","SANTA RITA DO TRIVELATO","ROUBO",2019-02-01,1
"26433","SANTO AFONSO","ROUBO",2019-02-01,2
"26434","SANTO ANTONIO DO LEVERGER","ROUBO",2019-02-01,4
"26435","SAO JOSE DO POVO","ROUBO",2019-02-01,1
"26436","SAO JOSE DO RIO CLARO","ROUBO",2019-02-01,2
"26437","SAPEZAL","ROUBO",2019-02-01,1
"26438","SINOP","ROUBO",2019-02-01,64
"26439","SORRISO","ROUBO",2019-02-01,22
"26440","TANGARA DA SERRA","ROUBO",2019-02-01,11
"26441","VALE DE SAO DOMINGOS","ROUBO",2019-02-01,2
"26442","VARZEA GRANDE","ROUBO",2019-02-01,227
"26443","VERA","ROUBO",2019-02-01,1
"26444","VILA BELA DA SS TRINDADE","ROUBO",2019-02-01,2
"26445","VILA RICA","ROUBO",2019-02-01,5
"26446","NOSSA SRA DO LIVRAMENTO","ROUBO SEGUIDO DE MORTE",2019-02-01,1
"26447","NOVA MUTUM","ROUBO SEGUIDO DE MORTE",2019-02-01,1
"26448","RONDONOPOLIS","ROUBO SEGUIDO DE MORTE",2019-02-01,2
"26449","SINOP","ROUBO SEGUIDO DE MORTE",2019-02-01,1
"26450","ACORIZAL","FURTO",2019-03-01,7
"26451","AGUA BOA","FURTO",2019-03-01,32
"26452","ALTA FLORESTA","FURTO",2019-03-01,39
"26453","ALTO ARAGUAIA","FURTO",2019-03-01,27
"26454","ALTO BOA VISTA","FURTO",2019-03-01,4
"26455","ALTO GARCAS","FURTO",2019-03-01,12
"26456","ALTO PARAGUAI","FURTO",2019-03-01,7
"26457","ALTO TAQUARI","FURTO",2019-03-01,7
"26458","APIACAS","FURTO",2019-03-01,11
"26459","ARAGUAIANA","FURTO",2019-03-01,2
"26460","ARAPUTANGA","FURTO",2019-03-01,6
"26461","ARENAPOLIS","FURTO",2019-03-01,7
"26462","ARIPUANA","FURTO",2019-03-01,20
"26463","BARAO DE MELGACO","FURTO",2019-03-01,6
"26464","BARRA DO BUGRES","FURTO",2019-03-01,20
"26465","BARRA DO GARCAS","FURTO",2019-03-01,120
"26466","BOM JESUS DO ARAGUAIA","FURTO",2019-03-01,11
"26467","BRASNORTE","FURTO",2019-03-01,1
"26468","CACERES","FURTO",2019-03-01,200
"26469","CAMPINAPOLIS","FURTO",2019-03-01,15
"26470","CAMPO NOVO DO PARECIS","FURTO",2019-03-01,26
"26471","CAMPO VERDE","FURTO",2019-03-01,42
"26472","CAMPOS DE JULIO","FURTO",2019-03-01,2
"26473","CANABRAVA DO NORTE","FURTO",2019-03-01,3
"26474","CANARANA","FURTO",2019-03-01,19
"26475","CARLINDA","FURTO",2019-03-01,6
"26476","CASTANHEIRA","FURTO",2019-03-01,9
"26477","CHAPADA DOS GUIMARAES","FURTO",2019-03-01,32
"26478","CLAUDIA","FURTO",2019-03-01,7
"26479","COCALINHO","FURTO",2019-03-01,3
"26480","COLIDER","FURTO",2019-03-01,28
"26481","COLNIZA","FURTO",2019-03-01,24
"26482","COMODORO","FURTO",2019-03-01,12
"26483","CONFRESA","FURTO",2019-03-01,45
"26484","CONQUISTA DOESTE","FURTO",2019-03-01,1
"26485","CUIABA","FURTO",2019-03-01,1194
"26486","CURVELANDIA","FURTO",2019-03-01,6
"26487","DENISE","FURTO",2019-03-01,1
"26488","DIAMANTINO","FURTO",2019-03-01,21
"26489","DOM AQUINO","FURTO",2019-03-01,6
"26490","FELIZ NATAL","FURTO",2019-03-01,9
"26491","GAUCHA DO NORTE","FURTO",2019-03-01,3
"26492","GENERAL CARNEIRO","FURTO",2019-03-01,7
"26493","GLORIA DOESTE","FURTO",2019-03-01,3
"26494","GUARANTA DO NORTE","FURTO",2019-03-01,35
"26495","GUIRATINGA","FURTO",2019-03-01,9
"26496","INDIAVAI","FURTO",2019-03-01,5
"26497","IPIRANGA DO NORTE","FURTO",2019-03-01,4
"26498","ITANHANGA","FURTO",2019-03-01,7
"26499","ITAUBA","FURTO",2019-03-01,3
"26500","ITIQUIRA","FURTO",2019-03-01,8
"26501","JACIARA","FURTO",2019-03-01,25
"26502","JANGADA","FURTO",2019-03-01,10
"26503","JAURU","FURTO",2019-03-01,6
"26504","JUARA","FURTO",2019-03-01,22
"26505","JUINA","FURTO",2019-03-01,40
"26506","JURUENA","FURTO",2019-03-01,8
"26507","JUSCIMEIRA","FURTO",2019-03-01,8
"26508","LAMBARI DOESTE","FURTO",2019-03-01,1
"26509","LUCAS DO RIO VERDE","FURTO",2019-03-01,92
"26510","MARCELANDIA","FURTO",2019-03-01,10
"26511","MATUPA","FURTO",2019-03-01,24
"26512","MIRASSOL D""OESTE","FURTO",2019-03-01,30
"26513","NOBRES","FURTO",2019-03-01,22
"26514","NORTELANDIA","FURTO",2019-03-01,1
"26515","NOSSA SRA DO LIVRAMENTO","FURTO",2019-03-01,12
"26516","NOVA BANDEIRANTE","FURTO",2019-03-01,2
"26517","NOVA BRASILANDIA","FURTO",2019-03-01,5
"26518","NOVA CANAA DO NORTE","FURTO",2019-03-01,8
"26519","NOVA GUARITA","FURTO",2019-03-01,2
"26520","NOVA LACERDA","FURTO",2019-03-01,5
"26521","NOVA MARILANDIA","FURTO",2019-03-01,2
"26522","NOVA MARINGA","FURTO",2019-03-01,5
"26523","NOVA MONTEVERDE","FURTO",2019-03-01,2
"26524","NOVA MUTUM","FURTO",2019-03-01,44
"26525","NOVA NAZARE","FURTO",2019-03-01,2
"26526","NOVA OLIMPIA","FURTO",2019-03-01,6
"26527","NOVA SANTA HELENA","FURTO",2019-03-01,4
"26528","NOVA UBIRATA","FURTO",2019-03-01,2
"26529","NOVA XAVANTINA","FURTO",2019-03-01,28
"26530","NOVO HORIZONTE DO NORTE","FURTO",2019-03-01,1
"26531","NOVO MUNDO","FURTO",2019-03-01,1
"26532","NOVO SANTO ANTONIO","FURTO",2019-03-01,2
"26533","NOVO SAO JOAQUIM","FURTO",2019-03-01,4
"26534","PARANAITA","FURTO",2019-03-01,12
"26535","PARANATINGA","FURTO",2019-03-01,17
"26536","PEDRA PRETA","FURTO",2019-03-01,14
"26537","PEIXOTO DE AZEVEDO","FURTO",2019-03-01,35
"26538","POCONE","FURTO",2019-03-01,34
"26539","PONTAL DO ARAGUAIA","FURTO",2019-03-01,9
"26540","PONTE BRANCA","FURTO",2019-03-01,1
"26541","PONTES E LACERDA","FURTO",2019-03-01,62
"26542","PORTO ALEGRE DO NORTE","FURTO",2019-03-01,17
"26543","PORTO DOS GAUCHOS","FURTO",2019-03-01,1
"26544","PORTO ESPERIDIAO","FURTO",2019-03-01,15
"26545","PORTO ESTRELA","FURTO",2019-03-01,2
"26546","POXOREO","FURTO",2019-03-01,9
"26547","PRIMAVERA DO LESTE","FURTO",2019-03-01,80
"26548","QUERENCIA","FURTO",2019-03-01,23
"26549","RIBEIRAO CASCALHEIRA","FURTO",2019-03-01,6
"26550","RIBEIRAOZINHO","FURTO",2019-03-01,3
"26551","RIO BRANCO","FURTO",2019-03-01,2
"26552","RONDOLANDIA","FURTO",2019-03-01,2
"26553","RONDONOPOLIS","FURTO",2019-03-01,269
"26554","ROSARIO OESTE","FURTO",2019-03-01,32
"26555","SALTO DO CEU","FURTO",2019-03-01,1
"26556","SANTA CARMEN","FURTO",2019-03-01,1
"26557","SANTA CRUZ DO XINGU","FURTO",2019-03-01,3
"26558","SANTA RITA DO TRIVELATO","FURTO",2019-03-01,3
"26559","SANTA TEREZINHA","FURTO",2019-03-01,2
"26560","SANTO ANTONIO DO LESTE","FURTO",2019-03-01,1
"26561","SANTO ANTONIO DO LEVERGER","FURTO",2019-03-01,28
"26562","SAO FELIX DO ARAGUAIA","FURTO",2019-03-01,24
"26563","SAO JOSE DO POVO","FURTO",2019-03-01,4
"26564","SAO JOSE DO RIO CLARO","FURTO",2019-03-01,9
"26565","SAO JOSE DO XINGU","FURTO",2019-03-01,7
"26566","SAO JOSE DOS QUATRO MARCOS","FURTO",2019-03-01,16
"26567","SAO PEDRO DA CIPA","FURTO",2019-03-01,1
"26568","SAPEZAL","FURTO",2019-03-01,17
"26569","SINOP","FURTO",2019-03-01,200
"26570","SORRISO","FURTO",2019-03-01,123
"26571","TABAPORA","FURTO",2019-03-01,2
"26572","TANGARA DA SERRA","FURTO",2019-03-01,109
"26573","TAPURAH","FURTO",2019-03-01,15
"26574","TERRA NOVA DO NORTE","FURTO",2019-03-01,6
"26575","TORIXOREU","FURTO",2019-03-01,2
"26576","UNIAO DO SUL","FURTO",2019-03-01,4
"26577","VALE DE SAO DOMINGOS","FURTO",2019-03-01,2
"26578","VARZEA GRANDE","FURTO",2019-03-01,353
"26579","VERA","FURTO",2019-03-01,7
"26580","VILA BELA DA SS TRINDADE","FURTO",2019-03-01,12
"26581","VILA RICA","FURTO",2019-03-01,19
"26582","ACORIZAL","HOMICÍDIO DOLOSO",2019-03-01,1
"26583","AGUA BOA","HOMICÍDIO DOLOSO",2019-03-01,3
"26584","ALTA FLORESTA","HOMICÍDIO DOLOSO",2019-03-01,3
"26585","ALTO TAQUARI","HOMICÍDIO DOLOSO",2019-03-01,2
"26586","APIACAS","HOMICÍDIO DOLOSO",2019-03-01,1
"26587","ARENAPOLIS","HOMICÍDIO DOLOSO",2019-03-01,3
"26588","ARIPUANA","HOMICÍDIO DOLOSO",2019-03-01,4
"26589","BARRA DO BUGRES","HOMICÍDIO DOLOSO",2019-03-01,2
"26590","BARRA DO GARCAS","HOMICÍDIO DOLOSO",2019-03-01,2
"26591","BRASNORTE","HOMICÍDIO DOLOSO",2019-03-01,1
"26592","CACERES","HOMICÍDIO DOLOSO",2019-03-01,4
"26593","CAMPO NOVO DO PARECIS","HOMICÍDIO DOLOSO",2019-03-01,1
"26594","CAMPO VERDE","HOMICÍDIO DOLOSO",2019-03-01,2
"26595","CANARANA","HOMICÍDIO DOLOSO",2019-03-01,1
"26596","CHAPADA DOS GUIMARAES","HOMICÍDIO DOLOSO",2019-03-01,4
"26597","CLAUDIA","HOMICÍDIO DOLOSO",2019-03-01,2
"26598","COCALINHO","HOMICÍDIO DOLOSO",2019-03-01,2
"26599","COLIDER","HOMICÍDIO DOLOSO",2019-03-01,1
"26600","COMODORO","HOMICÍDIO DOLOSO",2019-03-01,3
"26601","CONFRESA","HOMICÍDIO DOLOSO",2019-03-01,1
"26602","COTRIGUACU","HOMICÍDIO DOLOSO",2019-03-01,1
"26603","CUIABA","HOMICÍDIO DOLOSO",2019-03-01,33
"26604","DIAMANTINO","HOMICÍDIO DOLOSO",2019-03-01,1
"26605","FELIZ NATAL","HOMICÍDIO DOLOSO",2019-03-01,1
"26606","GUARANTA DO NORTE","HOMICÍDIO DOLOSO",2019-03-01,4
"26607","GUIRATINGA","HOMICÍDIO DOLOSO",2019-03-01,1
"26608","ITIQUIRA","HOMICÍDIO DOLOSO",2019-03-01,1
"26609","JACIARA","HOMICÍDIO DOLOSO",2019-03-01,1
"26610","JANGADA","HOMICÍDIO DOLOSO",2019-03-01,1
"26611","JUARA","HOMICÍDIO DOLOSO",2019-03-01,3
"26612","JUINA","HOMICÍDIO DOLOSO",2019-03-01,2
"26613","JUSCIMEIRA","HOMICÍDIO DOLOSO",2019-03-01,2
"26614","LAMBARI DOESTE","HOMICÍDIO DOLOSO",2019-03-01,1
"26615","LUCAS DO RIO VERDE","HOMICÍDIO DOLOSO",2019-03-01,6
"26616","MATUPA","HOMICÍDIO DOLOSO",2019-03-01,1
"26617","MIRASSOL D""OESTE","HOMICÍDIO DOLOSO",2019-03-01,4
"26618","NOBRES","HOMICÍDIO DOLOSO",2019-03-01,5
"26619","NORTELANDIA","HOMICÍDIO DOLOSO",2019-03-01,2
"26620","NOSSA SRA DO LIVRAMENTO","HOMICÍDIO DOLOSO",2019-03-01,1
"26621","NOVA BANDEIRANTE","HOMICÍDIO DOLOSO",2019-03-01,2
"26622","NOVA LACERDA","HOMICÍDIO DOLOSO",2019-03-01,1
"26623","NOVA MARINGA","HOMICÍDIO DOLOSO",2019-03-01,2
"26624","NOVA MONTEVERDE","HOMICÍDIO DOLOSO",2019-03-01,2
"26625","NOVA MUTUM","HOMICÍDIO DOLOSO",2019-03-01,1
"26626","PARANAITA","HOMICÍDIO DOLOSO",2019-03-01,1
"26627","PARANATINGA","HOMICÍDIO DOLOSO",2019-03-01,3
"26628","PEIXOTO DE AZEVEDO","HOMICÍDIO DOLOSO",2019-03-01,10
"26629","POCONE","HOMICÍDIO DOLOSO",2019-03-01,3
"26630","PONTAL DO ARAGUAIA","HOMICÍDIO DOLOSO",2019-03-01,1
"26631","PONTES E LACERDA","HOMICÍDIO DOLOSO",2019-03-01,4
"26632","POXOREO","HOMICÍDIO DOLOSO",2019-03-01,4
"26633","PRIMAVERA DO LESTE","HOMICÍDIO DOLOSO",2019-03-01,4
"26634","RIBEIRAO CASCALHEIRA","HOMICÍDIO DOLOSO",2019-03-01,2
"26635","RIO BRANCO","HOMICÍDIO DOLOSO",2019-03-01,1
"26636","RONDOLANDIA","HOMICÍDIO DOLOSO",2019-03-01,1
"26637","RONDONOPOLIS","HOMICÍDIO DOLOSO",2019-03-01,6
"26638","SANTA TEREZINHA","HOMICÍDIO DOLOSO",2019-03-01,1
"26639","SAO FELIX DO ARAGUAIA","HOMICÍDIO DOLOSO",2019-03-01,1
"26640","SAO JOSE DO POVO","HOMICÍDIO DOLOSO",2019-03-01,1
"26641","SAO JOSE DO RIO CLARO","HOMICÍDIO DOLOSO",2019-03-01,4
"26642","SAO JOSE DO XINGU","HOMICÍDIO DOLOSO",2019-03-01,1
"26643","SAO JOSE DOS QUATRO MARCOS","HOMICÍDIO DOLOSO",2019-03-01,3
"26644","SAPEZAL","HOMICÍDIO DOLOSO",2019-03-01,1
"26645","SINOP","HOMICÍDIO DOLOSO",2019-03-01,11
"26646","SORRISO","HOMICÍDIO DOLOSO",2019-03-01,11
"26647","TANGARA DA SERRA","HOMICÍDIO DOLOSO",2019-03-01,1
"26648","UNIAO DO SUL","HOMICÍDIO DOLOSO",2019-03-01,1
"26649","VARZEA GRANDE","HOMICÍDIO DOLOSO",2019-03-01,23
"26650","VILA BELA DA SS TRINDADE","HOMICÍDIO DOLOSO",2019-03-01,1
"26651","VILA RICA","HOMICÍDIO DOLOSO",2019-03-01,2
"26652","ALTA FLORESTA","LESÃO CORPORAL SEGUIDA DE MORTE",2019-03-01,1
"26653","CAMPO NOVO DO PARECIS","LESÃO CORPORAL SEGUIDA DE MORTE",2019-03-01,1
"26654","LUCAS DO RIO VERDE","LESÃO CORPORAL SEGUIDA DE MORTE",2019-03-01,1
"26655","RONDONOPOLIS","LESÃO CORPORAL SEGUIDA DE MORTE",2019-03-01,2
"26656","AGUA BOA","ROUBO",2019-03-01,1
"26657","ALTA FLORESTA","ROUBO",2019-03-01,2
"26658","ALTO ARAGUAIA","ROUBO",2019-03-01,1
"26659","ALTO GARCAS","ROUBO",2019-03-01,2
"26660","ALTO PARAGUAI","ROUBO",2019-03-01,3
"26661","ARAPUTANGA","ROUBO",2019-03-01,2
"26662","ARENAPOLIS","ROUBO",2019-03-01,4
"26663","ARIPUANA","ROUBO",2019-03-01,2
"26664","BARRA DO GARCAS","ROUBO",2019-03-01,9
"26665","BOM JESUS DO ARAGUAIA","ROUBO",2019-03-01,2
"26666","BRASNORTE","ROUBO",2019-03-01,1
"26667","CACERES","ROUBO",2019-03-01,49
"26668","CAMPINAPOLIS","ROUBO",2019-03-01,1
"26669","CAMPO NOVO DO PARECIS","ROUBO",2019-03-01,3
"26670","CAMPO VERDE","ROUBO",2019-03-01,20
"26671","CAMPOS DE JULIO","ROUBO",2019-03-01,1
"26672","CANARANA","ROUBO",2019-03-01,2
"26673","CARLINDA","ROUBO",2019-03-01,1
"26674","CHAPADA DOS GUIMARAES","ROUBO",2019-03-01,4
"26675","CLAUDIA","ROUBO",2019-03-01,2
"26676","COLIDER","ROUBO",2019-03-01,4
"26677","COLNIZA","ROUBO",2019-03-01,2
"26678","COMODORO","ROUBO",2019-03-01,2
"26679","CONFRESA","ROUBO",2019-03-01,6
"26680","CUIABA","ROUBO",2019-03-01,433
"26681","CURVELANDIA","ROUBO",2019-03-01,7
"26682","DENISE","ROUBO",2019-03-01,2
"26683","DIAMANTINO","ROUBO",2019-03-01,8
"26684","DOM AQUINO","ROUBO",2019-03-01,3
"26685","FELIZ NATAL","ROUBO",2019-03-01,1
"26686","FIGUEIROPOLIS D""OESTE","ROUBO",2019-03-01,4
"26687","GUARANTA DO NORTE","ROUBO",2019-03-01,4
"26688","IPIRANGA DO NORTE","ROUBO",2019-03-01,1
"26689","ITAUBA","ROUBO",2019-03-01,1
"26690","ITIQUIRA","ROUBO",2019-03-01,2
"26691","JACIARA","ROUBO",2019-03-01,4
"26692","JAURU","ROUBO",2019-03-01,1
"26693","JUINA","ROUBO",2019-03-01,2
"26694","JUSCIMEIRA","ROUBO",2019-03-01,3
"26695","LUCAS DO RIO VERDE","ROUBO",2019-03-01,26
"26696","MATUPA","ROUBO",2019-03-01,4
"26697","MIRASSOL D""OESTE","ROUBO",2019-03-01,7
"26698","NOBRES","ROUBO",2019-03-01,3
"26699","NOSSA SRA DO LIVRAMENTO","ROUBO",2019-03-01,15
"26700","NOVA LACERDA","ROUBO",2019-03-01,1
"26701","NOVA MARILANDIA","ROUBO",2019-03-01,3
"26702","NOVA MARINGA","ROUBO",2019-03-01,1
"26703","NOVA MUTUM","ROUBO",2019-03-01,10
"26704","NOVA OLIMPIA","ROUBO",2019-03-01,1
"26705","NOVA UBIRATA","ROUBO",2019-03-01,1
"26706","PARANAITA","ROUBO",2019-03-01,3
"26707","PARANATINGA","ROUBO",2019-03-01,3
"26708","PEDRA PRETA","ROUBO",2019-03-01,2
"26709","PEIXOTO DE AZEVEDO","ROUBO",2019-03-01,7
"26710","POCONE","ROUBO",2019-03-01,12
"26711","PONTAL DO ARAGUAIA","ROUBO",2019-03-01,2
"26712","PONTES E LACERDA","ROUBO",2019-03-01,10
"26713","PORTO ALEGRE DO NORTE","ROUBO",2019-03-01,3
"26714","PORTO DOS GAUCHOS","ROUBO",2019-03-01,1
"26715","PORTO ESPERIDIAO","ROUBO",2019-03-01,1
"26716","POXOREO","ROUBO",2019-03-01,1
"26717","PRIMAVERA DO LESTE","ROUBO",2019-03-01,17
"26718","QUERENCIA","ROUBO",2019-03-01,3
"26719","RIBEIRAO CASCALHEIRA","ROUBO",2019-03-01,4
"26720","RONDONOPOLIS","ROUBO",2019-03-01,122
"26721","ROSARIO OESTE","ROUBO",2019-03-01,4
"26722","SANTA TEREZINHA","ROUBO",2019-03-01,1
"26723","SANTO AFONSO","ROUBO",2019-03-01,1
"26724","SANTO ANTONIO DO LESTE","ROUBO",2019-03-01,1
"26725","SANTO ANTONIO DO LEVERGER","ROUBO",2019-03-01,3
"26726","SAO FELIX DO ARAGUAIA","ROUBO",2019-03-01,1
"26727","SAO JOSE DO RIO CLARO","ROUBO",2019-03-01,6
"26728","SAO JOSE DOS QUATRO MARCOS","ROUBO",2019-03-01,2
"26729","SAPEZAL","ROUBO",2019-03-01,3
"26730","SINOP","ROUBO",2019-03-01,52
"26731","SORRISO","ROUBO",2019-03-01,31
"26732","TABAPORA","ROUBO",2019-03-01,1
"26733","TANGARA DA SERRA","ROUBO",2019-03-01,29
"26734","TAPURAH","ROUBO",2019-03-01,4
"26735","TERRA NOVA DO NORTE","ROUBO",2019-03-01,2
"26736","VALE DE SAO DOMINGOS","ROUBO",2019-03-01,1
"26737","VARZEA GRANDE","ROUBO",2019-03-01,182
